sector,key,list_key,row_id,name,country,register_class,list_status,capacity_value,capacity_unit,perimeter_clause,rungs_passed,scored,unread,site_result,site_searched,site_source,site_speaker,site_date,site_precision,site_note,capacity_result,capacity_searched,capacity_source,capacity_speaker,capacity_date,capacity_precision,capacity_note,fid_result,fid_searched,fid_source,fid_speaker,fid_date,fid_precision,fid_note,funding_result,funding_searched,funding_source,funding_speaker,funding_date,funding_precision,funding_note,start_result,start_searched,start_source,start_speaker,start_date,start_precision,start_note,input_result,input_searched,input_source,input_speaker,input_date,input_precision,input_note,input_provisional
batteries,row:gib-surany,gib-surany,gib-surany,InoBat & Gotion Surany,SK,held,,60,GWh_per_year,,2,true,false,pass,true,https://www.inobat.eu/newsroom/gib-to-build-an-advanced-gigafactory-in-slovakia/,owner,2024-06-20,day,row carries a position from a company or permit source,pass,true,https://www.inobat.eu/newsroom/gib-to-build-an-advanced-gigafactory-in-slovakia/,owner,2024-06-20,day,60 GWh_per_year as stated,fail,true,https://www.inobat.eu/newsroom/gib-to-build-an-advanced-gigafactory-in-slovakia/,owner,2024-06-20,day,no owner statement that FID has been taken,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,https://www.inobat.eu/newsroom/gib-to-build-an-advanced-gigafactory-in-slovakia/,owner,2024-06-20,day,no owner-stated start carrying a date precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
batteries,row:sk-on-komarom,sk-on-komarom,sk-on-komarom,SK On Komarom,,held,,,,,2,true,false,pass,true,https://skonhungary.com/,owner,2026-09-05,day,row carries a position from a company or permit source,fail,true,https://skonhungary.com/,owner,2026-09-05,day,no capacity stated by the owner on file,pass,true,https://kormany.hu/hirek/szijjarto-magyarorszag-tortenetenek-legnagyobb-zoldmezos-beruhazasat-valositja-meg-a-del-koreai-sk-innovation-ivancsan,owner,2021-01-29,day,status_to operating,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,https://skonhungary.com/,owner,2026-09-05,day,no owner-stated start carrying a date precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
batteries,te24:CTAG Vigo,CTAG Vigo,,CTAG Vigo,,searched none found,,,,,0,true,false,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,the census read the owner's own sources and none names a site for this project,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,te24:MES Horní Suchá,MES Horní Suchá,,MES Horní Suchá,,unreadable,,,,,0,false,true,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,false
batteries,row:calb-sines,calb-sines,calb-sines,CALB Sines,PT,held,,15,GWh_per_year,,4,true,false,pass,true,https://www.openstreetmap.org/way/1262719042,owner,2026-09-05,day,row carries a position from a company or permit source,pass,true,https://portugal.gov.pt/gc24/comunicacao/noticias/fabrica-de-ultima-geracao-de-baterias-de-litio-lancada-em-sines,owner,2025-02-24,day,15 GWh_per_year as stated,pass,true,http://en.calb-tech.com/news_detail/5.html,owner,2025-02-24,day,status_to construction,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,pass,true,http://en.calb-tech.com/news_detail/5.html,company,2025-02-24,day,production_start 2027 at year precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
batteries,row:catl-arnstadt,catl-arnstadt,catl-arnstadt,CATL Arnstadt,DE,held,,14,GWh_per_year,,3,true,false,pass,true,https://www.prnewswire.com/news-releases/catls-german-plant-kicks-off-cell-production-301708032.html,owner,2022-12-21,day,row carries a position from a company or permit source,pass,true,https://www.prnewswire.com/news-releases/catls-german-plant-kicks-off-cell-production-301708032.html,owner,2022-12-21,day,14 GWh_per_year as stated,pass,true,https://www.prnewswire.com/news-releases/catls-german-plant-kicks-off-cell-production-301708032.html,owner,2022-12-21,day,status_to operating,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,https://www.prnewswire.com/news-releases/catls-german-plant-kicks-off-cell-production-301708032.html,owner,2022-12-21,day,no owner-stated start carrying a date precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
batteries,row:svolt-lauchhammer,svolt-lauchhammer,svolt-lauchhammer,SVOLT Lauchhammer,,held,,,,,1,true,false,pass,true,https://battery-news.de/en/2024/05/28/svolt-withdraws-from-brandenburg-battery-site/,Battery-News.de,2024-05-28,day,the admitting source names the site as 'Lauchhammer',fail,true,https://battery-news.de/en/2024/05/28/svolt-withdraws-from-brandenburg-battery-site/,owner,2024-05-28,day,no capacity stated by the owner on file,fail,true,https://battery-news.de/en/2024/05/28/svolt-withdraws-from-brandenburg-battery-site/,owner,2024-05-28,day,no owner statement that FID has been taken,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,https://battery-news.de/en/2024/05/28/svolt-withdraws-from-brandenburg-battery-site/,owner,2024-05-28,day,no owner-stated start carrying a date precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
batteries,te24:Phi4Tech Badajoz,Phi4Tech Badajoz,,Phi4Tech Badajoz,,perimeter exclusion,,,,,0,false,false,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,false
batteries,te24:InoBat Voderady,InoBat Voderady,,InoBat Voderady,,perimeter exclusion,,,,,0,false,false,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,false
batteries,te24:Beyonder Rogaland,Beyonder Rogaland,,Beyonder Rogaland,,unreadable,,,,,0,false,true,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,false
batteries,te24:Basquevolt Alava,Basquevolt Alava,,Basquevolt Alava,,named not admitted,,,,,1,true,false,pass,true,sources/batteries_benchmark.json,owner or permit source,2026-09-12,day,the census read an owner or permit source that names the site and the perimeter still refuses the entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,te24:AMTE Power Thurso,AMTE Power Thurso,,AMTE Power Thurso,,unreadable,,,,,0,false,true,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,false
batteries,te24:FAAM Teverola,FAAM Teverola,,FAAM Teverola,,searched none found,,,,,0,true,false,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,the census read the owner's own sources and none names a site for this project,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,te24:Swiss Clean Battery Domat-Ems,Swiss Clean Battery Domat-Ems,,Swiss Clean Battery Domat-Ems,,searched none found,,,,,0,true,false,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,the census read the owner's own sources and none names a site for this project,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,row:leclanche-willstatt,leclanche-willstatt,leclanche-willstatt,Leclanché Willstätt,DE,held,,2.5,GWh a year,,1,true,false,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,the census read the owner's own sources and none names a site for this project,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,pass,true,https://ec.europa.eu/assets/cinea/project_fiches/innovation_fund/101252246.pdf,"European Commission (CINEA), Innovation Fund",2024,year,"Innovation Fund, IF24 Battery Call - Electric vehicle battery cell production names 'WGF2G: Willstatt GigaFactory 2 GWh' at EUR 74,217,852; the funder's own status is Grant signed; matched on the fiche's project is 'Willstatt GigaFactory 2 GWh' and its coordinator is LECLANCHE GMBH — the works' own name is in the award's",fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,te24:Varta Ellwangen,Varta Ellwangen,,Varta Ellwangen,,perimeter exclusion,,,,,0,false,false,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,false
batteries,te24:Others,Others,,Others,,benchmark aggregate,,,,,0,false,false,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,a list line that is not one works; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,a list line that is not one works; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,a list line that is not one works; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,a list line that is not one works; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,a list line that is not one works; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,a list line that is not one works; not scored,false
batteries,bn26:Volvo Mariestad,Volvo Mariestad,,Volvo Mariestad,SE,searched none found,,X,GWh a year,,0,true,false,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,the census read the owner's own sources and none names a site for this project,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,bn26:TIAMAT Douvrin,TIAMAT Douvrin,,TIAMAT Douvrin,FR,named not admitted,,5,GWh a year,,1,true,false,pass,true,sources/batteries_benchmark.json,owner or permit source,2026-09-12,day,the census read an owner or permit source that names the site and the perimeter still refuses the entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,bn26:Blue Solutions Quimper,Blue Solutions Quimper,,Blue Solutions Quimper,FR,searched none found,,25,GWh a year,,0,true,false,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,the census read the owner's own sources and none names a site for this project,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,bn26:ProLogium Dunkirk,ProLogium Dunkirk,,ProLogium Dunkirk,FR,searched none found,,16,GWh a year,,0,true,false,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,the census read the owner's own sources and none names a site for this project,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,bn26:BASQUEVOLT Vitoria-Gasteiz,BASQUEVOLT Vitoria-Gasteiz,,BASQUEVOLT Vitoria-Gasteiz,ES,named not admitted,,10,GWh a year,,1,true,false,pass,true,sources/batteries_benchmark.json,owner or permit source,2026-09-12,day,the census read an owner or permit source that names the site and the perimeter still refuses the entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,row:catl-stellantis-zaragoza,catl-stellantis-zaragoza,catl-stellantis-zaragoza,CATL / STELLANTIS Zaragoza,ES,held,,50,GWh_per_year,,3,true,false,pass,true,https://www.stellantis.com/en/news/press-releases/2024/december/stellantis-and-calt-to-invest-up-to-4-1-billion-in-joint-venture-for-large-scale-lfp-battery-plant-in-spain,owner,2024-12-10,day,row carries a position from a company or permit source,pass,true,https://www.stellantis.com/en/news/press-releases/2024/december/stellantis-and-calt-to-invest-up-to-4-1-billion-in-joint-venture-for-large-scale-lfp-battery-plant-in-spain,owner,2024-12-10,day,50 GWh_per_year as stated,fail,true,https://www.stellantis.com/en/news/press-releases/2024/december/stellantis-and-calt-to-invest-up-to-4-1-billion-in-joint-venture-for-large-scale-lfp-battery-plant-in-spain,owner,2024-12-10,day,no owner statement that FID has been taken,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,pass,true,https://www.stellantis.com/en/news/press-releases/2024/december/stellantis-and-calt-to-invest-up-to-4-1-billion-in-joint-venture-for-large-scale-lfp-battery-plant-in-spain,company,2024-12-10,day,production_start 2026 at year precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
batteries,bn26:InoBat Valladolid,InoBat Valladolid,,InoBat Valladolid,ES,named not admitted,,32,GWh a year,,1,true,false,pass,true,sources/batteries_benchmark.json,owner or permit source,2026-09-12,day,the census read an owner or permit source that names the site and the perimeter still refuses the entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,bn26:BEYONDER Rogaland,BEYONDER Rogaland,,BEYONDER Rogaland,NO,unreadable,,X,GWh a year,,0,false,true,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,unread,true,,,,,the publisher could not be read; queued for a browser pass,false
batteries,bn26:EAS Nordhausen,EAS Nordhausen,,EAS Nordhausen,DE,named not admitted,,0.5,GWh a year,,1,true,false,pass,true,sources/batteries_benchmark.json,owner or permit source,2026-09-12,day,the census read an owner or permit source that names the site and the perimeter still refuses the entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,row:univercell-flintbek,univercell-flintbek,univercell-flintbek,UniverCell Flintbek,DE,admitted,,1.5,GWh_per_year,,3,true,false,pass,true,https://www.univercell.de/unternehmen,UniverCell Holding GmbH,2026-09-12,day,the admitting source names the site as 'Flintbek',pass,true,https://www.univercell.de/unternehmen,owner,2026-09-12,day,1.5 GWh_per_year as stated,pass,true,https://www.univercell.de/unternehmen,owner,2026-09-12,day,status_to operating,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,https://www.univercell.de/unternehmen,owner,2026-09-12,day,no owner-stated start carrying a date precision,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"the dependency sweep of brief 9 did not reach this row: it is not in `owner_side`, so no supplier question has been asked of it",true
batteries,bn26:V4SMART Nördlingen,V4SMART Nördlingen,,V4SMART Nördlingen,DE,searched none found,,X,GWh a year,,0,true,false,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,the census read the owner's own sources and none names a site for this project,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,bn26:InoBat Voderady,InoBat Voderady,,InoBat Voderady,SK,perimeter exclusion,,10,GWh a year,,0,false,false,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,not_searched,false,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,out of perimeter; not scored,false
batteries,bn26:SK innovation Komarom & Ivancsa,SK innovation Komarom & Ivancsa,,SK innovation Komarom & Ivancsa,HU,held,,47.3,GWh a year,,0,true,false,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,the census read the owner's own sources and none names a site for this project,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,row:sunwoda-nyiregyhaza,sunwoda-nyiregyhaza,sunwoda-nyiregyhaza,SUNWODA Nyiregyhaza,HU,held,,X,GWh a year,,2,true,false,pass,true,https://en.sunwoda.com/article/1345/9.html,owner,2023-08-10,day,row carries a position from a company or permit source,fail,true,https://en.sunwoda.com/article/1345/9.html,owner,2023-08-10,day,no capacity stated by the owner on file,pass,true,https://kormany.hu/hirek/a-kinai-sunwoda-580-milliard-forintos-beruhazassal-nyiregyhazan-epiti-fel-elso-europai-uzemet,owner,2023-07-27,day,status_to construction,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,https://en.sunwoda.com/article/1345/9.html,owner,2023-08-10,day,no owner-stated start carrying a date precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
batteries,bn26:FAAM Terevola,FAAM Terevola,,FAAM Terevola,IT,searched none found,,8,GWh a year,,0,true,false,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,the census read the owner's own sources and none names a site for this project,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
batteries,bn26:InoBat Serbia,InoBat Serbia,,InoBat Serbia,RS,searched none found,,32,GWh a year,,0,true,false,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,the census read the owner's own sources and none names a site for this project,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,fail,true,sources/funder_pass.json,eufabric funder pass,2026-09-19,day,the funder lists of sources/funder_pass.json — the Innovation Fund's own project table of 413 projects and 163 of its factsheets — name no award for this entry,fail,true,sources/batteries_benchmark.json,eufabric census,2026-09-12,day,no owner document on file; the census is the record of looking,not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no register row, so no owner side to sweep; the graph names no edge for this entry",false
