iea_ref,name,country,iea_status_2023_vintage,technology,capacity_value,capacity_unit,announced_size,ou_outcome,ou_restated_status,ou_restated_date_online,ou_comment,in_current_iea_vintage,in_ladder_population,register_class,census_searched,readable_capture_at_or_before_cutoff,rungs_cleared_as_of,site_result,site_searched,site_source,site_speaker,site_date,site_precision,site_note,capacity_result,capacity_searched,capacity_source,capacity_speaker,capacity_date,capacity_precision,capacity_note,fid_result,fid_searched,fid_source,fid_speaker,fid_date,fid_precision,fid_note,funding_result,funding_searched,funding_source,funding_speaker,funding_date,funding_precision,funding_note,start_result,start_searched,start_source,start_speaker,start_date,start_precision,start_note,input_result,input_searched,input_source,input_speaker,input_date,input_precision,input_note,as_of
1752,Dijon Métropole Smart EnergHy (DMSE) - Station 1,FRA,FID/Construction,ALK,1.0,MWel,1 MW,delayed,FID/Construction,2024,"[82] ""This involves gradually deploying from 2024 alongside the respective delegatees Suez and Keolis a fleet of clean vehicles with 22 household waste bins converted to green hydrogen and around fifty buses in service by 2026 on the Divia network.""",no,no,never seen by this register,yes,yes,0,fail,true,https://web.archive.org/web/20230323112507/https://mcphy.com/en/achievements/hydrogen-mobility-en/dijon-metropole-smart-energhy-dmse/?cn-reloaded=1,eufabric cohort census,2023-03-23,not_after,census pass: the sources read name no site at municipality or finer,fail,true,https://web.archive.org/web/20230323112507/https://mcphy.com/en/achievements/hydrogen-mobility-en/dijon-metropole-smart-energhy-dmse/?cn-reloaded=1,eufabric cohort census,2023-03-23,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230323112507/https://mcphy.com/en/achievements/hydrogen-mobility-en/dijon-metropole-smart-energhy-dmse/?cn-reloaded=1,eufabric cohort census,2023-03-23,not_after,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://web.archive.org/web/20230323112507/https://mcphy.com/en/achievements/hydrogen-mobility-en/dijon-metropole-smart-energhy-dmse/?cn-reloaded=1,eufabric cohort census,2023-03-23,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230323112507/https://mcphy.com/en/achievements/hydrogen-mobility-en/dijon-metropole-smart-energhy-dmse/?cn-reloaded=1,eufabric cohort census,2023-03-23,not_after,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1768,Porte de St Cloud HRS station,FRA,Operational,PEM,2.5,MWel,2.5MW,on time,Operational,2023,,yes,no,never seen by this register,yes,no,0,not_searched,false,https://www.cummins.com/news/releases/2022/04/04/worlds-largest-hydrogen-taxi-fleet-be-powered-cummins-electrolyzer?utm_campaign=606db7a3f585320001a13d30&utm_content=624afb9efcfe5e00018d9901&utm_medium=smarpshare&utm_source=linkedin,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.cummins.com/news/releases/2022/04/04/worlds-largest-hydrogen-taxi-fleet-be-powered-cummins-electrolyzer?utm_campaign=606db7a3f585320001a13d30&utm_content=624afb9efcfe5e00018d9901&utm_medium=smarpshare&utm_source=linkedin,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.cummins.com/news/releases/2022/04/04/worlds-largest-hydrogen-taxi-fleet-be-powered-cummins-electrolyzer?utm_campaign=606db7a3f585320001a13d30&utm_content=624afb9efcfe5e00018d9901&utm_medium=smarpshare&utm_source=linkedin,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.cummins.com/news/releases/2022/04/04/worlds-largest-hydrogen-taxi-fleet-be-powered-cummins-electrolyzer?utm_campaign=606db7a3f585320001a13d30&utm_content=624afb9efcfe5e00018d9901&utm_medium=smarpshare&utm_source=linkedin,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.cummins.com/news/releases/2022/04/04/worlds-largest-hydrogen-taxi-fleet-be-powered-cummins-electrolyzer?utm_campaign=606db7a3f585320001a13d30&utm_content=624afb9efcfe5e00018d9901&utm_medium=smarpshare&utm_source=linkedin,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1835,Pau-Lescar Biofactory,FRA,Feasibility study,PEM,1.0,MWel,"1MW electrolyzer, 13000MWh CH4/y",delayed,Feasibility study,2024,"[83] No more up-to-date information found online, seems suspicious because a press release was issued for the contract -> delayed",no,no,never seen by this register,yes,no,0,not_searched,false,https://hydrogen-central.com/storengy-chooses-man-energy-solutions-methanation-reactor-produce-syngas-french-wastewater-treatment-plant/,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://hydrogen-central.com/storengy-chooses-man-energy-solutions-methanation-reactor-produce-syngas-french-wastewater-treatment-plant/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://hydrogen-central.com/storengy-chooses-man-energy-solutions-methanation-reactor-produce-syngas-french-wastewater-treatment-plant/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://hydrogen-central.com/storengy-chooses-man-energy-solutions-methanation-reactor-produce-syngas-french-wastewater-treatment-plant/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://hydrogen-central.com/storengy-chooses-man-energy-solutions-methanation-reactor-produce-syngas-french-wastewater-treatment-plant/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1845,WAviatER,NLD,DEMO,Other Electrolysis,0.0,MWel,,delayed,DEMO,2023,,yes,no,never seen by this register,yes,no,0,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,census pass: no reference of this entry answered a declared reader,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1871,"Norwegian Hydrogen, Hellesylt Hydrogen Hub 1st project",NOR,FID/Construction,PEM,4.5,MWel,4.5MW,delayed,FID/Construction,2024,"[38] ""Hellesylt Hydrogen Hub will be the largest producer of green hydrogen in Norway when it opens production in 2024""",yes,no,never seen by this register,yes,no,0,not_searched,false,https://fuelcellsworks.com/news/norwegian-hydrogen-as-is-moving-forward-with-its-project-to-establish-green-hydrogen-production-at-hellesylt-within-q4-2023/?mc_cid=790c1a9648&mc_eid=da4624d261,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://fuelcellsworks.com/news/norwegian-hydrogen-as-is-moving-forward-with-its-project-to-establish-green-hydrogen-production-at-hellesylt-within-q4-2023/?mc_cid=790c1a9648&mc_eid=da4624d261,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://fuelcellsworks.com/news/norwegian-hydrogen-as-is-moving-forward-with-its-project-to-establish-green-hydrogen-production-at-hellesylt-within-q4-2023/?mc_cid=790c1a9648&mc_eid=da4624d261,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://fuelcellsworks.com/news/norwegian-hydrogen-as-is-moving-forward-with-its-project-to-establish-green-hydrogen-production-at-hellesylt-within-q4-2023/?mc_cid=790c1a9648&mc_eid=da4624d261,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://fuelcellsworks.com/news/norwegian-hydrogen-as-is-moving-forward-with-its-project-to-establish-green-hydrogen-production-at-hellesylt-within-q4-2023/?mc_cid=790c1a9648&mc_eid=da4624d261,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1931,Energy Hub at MIRA Technology Park.,GBR,Operational,Other Electrolysis,1.0,MWel,1MW,delayed,FID/Construction,2024,[84] Start year 2024,yes,no,never seen by this register,yes,no,0,not_searched,false,https://www.h2-view.com/story/octopus-hydrogen-granted-environmental-permit-for-green-hydrogen-production/,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.h2-view.com/story/octopus-hydrogen-granted-environmental-permit-for-green-hydrogen-production/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.h2-view.com/story/octopus-hydrogen-granted-environmental-permit-for-green-hydrogen-production/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.h2-view.com/story/octopus-hydrogen-granted-environmental-permit-for-green-hydrogen-production/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.h2-view.com/story/octopus-hydrogen-granted-environmental-permit-for-green-hydrogen-production/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1976,Hynoca Alkmaar,NLD,DEMO,Biomass,,,240 - 2300 t H2/year,not assessed,,,,yes,no,never seen by this register,yes,no,0,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,census pass: no reference of this entry answered a declared reader,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1979,GROHW,NLD,Operational,Other Electrolysis,0.5,MWel,50kW,on time,Operational,2022,"[101] ""In 2022 GROHW has realise the first 50 kW demonstration at De Gasfabriek in Deventer.""",yes,no,never seen by this register,yes,no,0,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,census pass: no reference of this entry answered a declared reader,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1982,H2Agro,NLD,DEMO,Other Electrolysis,0.0,MWel,,delayed,DEMO,2023,,no,no,never seen by this register,yes,no,0,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,census pass: no reference of this entry answered a declared reader,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
2028,Energie Steiermark plant in Styria,AUT,Operational,Other Electrolysis,1.0,MWel,1MW,on time,Operational,2023,,yes,no,never seen by this register,yes,no,0,not_searched,false,https://renewablesnow.com/news/austrias-first-green-hydrogen-production-plant-goes-live-822650/,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://renewablesnow.com/news/austrias-first-green-hydrogen-production-plant-goes-live-822650/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://renewablesnow.com/news/austrias-first-green-hydrogen-production-plant-goes-live-822650/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://renewablesnow.com/news/austrias-first-green-hydrogen-production-plant-goes-live-822650/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://renewablesnow.com/news/austrias-first-green-hydrogen-production-plant-goes-live-822650/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
2098,Pamesa - eCombustible,ESP,Operational,Other Electrolysis,8.0,MWel,8MW,on time,Operational,2023,"[26] 8 MW, inaugurated",yes,no,never seen by this register,yes,no,0,not_searched,false,https://www.pamesagrupoempresarial.com/pamesa-ecombustible/,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.pamesagrupoempresarial.com/pamesa-ecombustible/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.pamesagrupoempresarial.com/pamesa-ecombustible/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.pamesagrupoempresarial.com/pamesa-ecombustible/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.pamesagrupoempresarial.com/pamesa-ecombustible/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
2105,Hy2B plant in Pfeffenhausen,DEU,FID/Construction,ALK,5.0,MWel,5MWor 1.2t H2/d (production),delayed,Operational,2024,[37] Commissioned in 2024,yes,no,never seen by this register,yes,no,0,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,census pass: no reference of this entry answered a declared reader,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
2113,Plant Zero.1,GBR,DEMO,Other Electrolysis,0.0,MWel,,delayed,DEMO,2023,,yes,no,never seen by this register,yes,no,0,not_searched,false,https://www.zero.co/news-media/plant-zero,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.zero.co/news-media/plant-zero,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.zero.co/news-media/plant-zero,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.zero.co/news-media/plant-zero,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.zero.co/news-media/plant-zero,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
2243,H2 production for a H2 Fuell station ,NLD,FID/Construction,Other Electrolysis,1.0,MWel,1MW,delayed,FID/Construction,2024,"[88] slide 22, ""Adsensys: Ordered an AEM Multicore for delivery in 2024""",yes,no,never seen by this register,yes,no,0,not_searched,false,https://www.enapter.com/newsroom/dutch-energy-company-orders-megawatt-class-electrolyser,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.enapter.com/newsroom/dutch-energy-company-orders-megawatt-class-electrolyser,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.enapter.com/newsroom/dutch-energy-company-orders-megawatt-class-electrolyser,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.enapter.com/newsroom/dutch-energy-company-orders-megawatt-class-electrolyser,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.enapter.com/newsroom/dutch-energy-company-orders-megawatt-class-electrolyser,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
2244,Hydrogen for fuel cell testing and heat recovery,DEU,FID/Construction,Other Electrolysis,1.0,MWel,1MW,disappeared,FID/Construction,,"[89] Original reference points to the same project as ""Steinbeis Innovation Center Braunschweig""",no,no,never seen by this register,yes,no,0,not_searched,false,https://www.enapter.com/newsroom/first-order-placed-for-enapters-aem-multicore-megawatt-class-electrolyser-system,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.enapter.com/newsroom/first-order-placed-for-enapters-aem-multicore-megawatt-class-electrolyser-system,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.enapter.com/newsroom/first-order-placed-for-enapters-aem-multicore-megawatt-class-electrolyser-system,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.enapter.com/newsroom/first-order-placed-for-enapters-aem-multicore-megawatt-class-electrolyser-system,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.enapter.com/newsroom/first-order-placed-for-enapters-aem-multicore-megawatt-class-electrolyser-system,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
2367,BÜKKABRÁNY PtG,HUN,FID/Construction,Other Electrolysis,1.0,MWel,1MW,delayed,FID/Construction,2024,[90] No reference provided and no information found whatsoever -> setting to delayed,yes,no,never seen by this register,no,no,0,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,census pass: no reference of this entry answered a declared reader,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
2370,Strandmollen Ljungby,SWE,FID/Construction,Other Electrolysis,3.0,MWel,3MW,delayed,FID/Construction,2024,"[47] ""Strandmøllen in Sweden is therefore well equipped to supply hydrogen to the Swedish market as early as 2024. """,no,no,never seen by this register,yes,no,0,not_searched,false,https://www.mynewsdesk.com/se/strandmoellen-ab/pressreleases/strandmoellen-ab-has-placed-a-purchase-order-for-a-3mw-electrolyser-from-fest-gmbh-3172967,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.mynewsdesk.com/se/strandmoellen-ab/pressreleases/strandmoellen-ab-has-placed-a-purchase-order-for-a-3mw-electrolyser-from-fest-gmbh-3172967,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.mynewsdesk.com/se/strandmoellen-ab/pressreleases/strandmoellen-ab-has-placed-a-purchase-order-for-a-3mw-electrolyser-from-fest-gmbh-3172967,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.mynewsdesk.com/se/strandmoellen-ab/pressreleases/strandmoellen-ab-has-placed-a-purchase-order-for-a-3mw-electrolyser-from-fest-gmbh-3172967,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.mynewsdesk.com/se/strandmoellen-ab/pressreleases/strandmoellen-ab-has-placed-a-purchase-order-for-a-3mw-electrolyser-from-fest-gmbh-3172967,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
2372,Hitachi Zosen Inova HZI PtH Buchs,CHE,FID/Construction,Other Electrolysis,2.3,MWel,2.3 MW,delayed,FID/Construction,2024,[58] BoP only arrived in 2024 -> delayed to 2024,no,no,never seen by this register,yes,no,0,not_searched,false,https://bioenergyinternational.com/hzi-to-develop-first-small-scale-waste-to-hydrogen/,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://bioenergyinternational.com/hzi-to-develop-first-small-scale-waste-to-hydrogen/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://bioenergyinternational.com/hzi-to-develop-first-small-scale-waste-to-hydrogen/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://bioenergyinternational.com/hzi-to-develop-first-small-scale-waste-to-hydrogen/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://bioenergyinternational.com/hzi-to-develop-first-small-scale-waste-to-hydrogen/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
2373,Arbikie Distillery,GBR,FID/Construction,Other Electrolysis,0.9,MWel,0.9MW,delayed,FID/Construction,2024,"[96] ""with site installation, commissioning, and testing scheduled from June to August 2024.""",yes,no,never seen by this register,yes,no,0,not_searched,false,https://www.hvnplus.co.uk/news/arbikie-distillery-begins-work-on-hydrogen-heating-installation-02-02-2023/,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.hvnplus.co.uk/news/arbikie-distillery-begins-work-on-hydrogen-heating-installation-02-02-2023/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.hvnplus.co.uk/news/arbikie-distillery-begins-work-on-hydrogen-heating-installation-02-02-2023/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.hvnplus.co.uk/news/arbikie-distillery-begins-work-on-hydrogen-heating-installation-02-02-2023/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.hvnplus.co.uk/news/arbikie-distillery-begins-work-on-hydrogen-heating-installation-02-02-2023/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
2402,Usine Trangé,FRA,FID/Construction,Biomass,,,5MW or 110 t H2/y production,not assessed,,,,no,no,never seen by this register,yes,no,0,not_searched,false,https://vighy.france-hydrogene.org/projets/usine-trange/,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://vighy.france-hydrogene.org/projets/usine-trange/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://vighy.france-hydrogene.org/projets/usine-trange/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://vighy.france-hydrogene.org/projets/usine-trange/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://vighy.france-hydrogene.org/projets/usine-trange/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
